Prof. LI Qing|Professor LI Qing,Prof LI Qing,Doctor LI Qing,Dr LI Qing,LI Qing
color image|
local feature|
intelligent control|Intelligent Control
non-parametric bayesian|non parametric bayesian
evolutionary computation technique|
image representation|
variational bayesian|
forecasting model|
document image|
annealing|Anneal,Annealed,Annealling,Annealing point
incentive mechanism|
image database|
multiple classifier|
decision table|Decision tables,Balanced decision table,Balanced Decision Table,Table-driven
quantum-behaved particle swarm optimization|quantum behaved particle swarm optimization
global optimal solution|
particle swarm optimization technique|
Training, validation, and test sets|
four temperaments|Four bodily humour,Four bodily humours,Four bodily humors,The four temperaments,Four temperments,The four temperments
ontology|OntOlogy,Ontologist,Onthology,Ontologically,Ontology Localization
knowledge acquisition|Knowledge Acquisition,Acquisition of knowledge
mathematical logic|Symbolic Logic,Symbolic logic,Mathematical Logic,Logic
logical database model|
reaction wheel|Reaction control wheel,Reaction wheels,Momentum wheels,Reaction Wheel,Momentum wheel,Inertia wheel,Reaction Wheel Assembly
statistical model|StatisticalModel,Statistical modeling,Statistical modelling,Statistical Model,Statistical models,statistical,Probability models,Probability model,Model (statistics)
Bayes' theorem|Bayes Theorem,Bayes' rule,Bayes' Theorem,Bayes' formula,Bayes rule,Bayes' Rule,Bayes theorum,Bayes Rule,Bayes formula,Baye's rule
region of interest|Volume of Interest,Regions of interest,Region of Interest
optical font|
stimulus–response model|Stimulus-response,Stimulus-response model,Stimulus Response Model,Stimulus–response
recommender system|Recomendation system,Recommendation systems,Recommender systems,Recommendation system,Recommendation engine,Recommendations engine,Recommendations,Recommendations Engine,Recommendation search engine,Recommendation search engines
automated decision-making|Automated decision,Automated decision making,Decision automation,Computer-aided decision making,Automatic decision-making,AI-based decision-making,Algorithms for decision making,Algorithmic decision making,AI-based decision making,AI decision making
subroutine|
front banner|
knowledge|KnowLedge,Situated knowledge,Knowledges,Human knowledge
Structured Query Language|
heuristic|Heuristics,Hueristic,Heuristo,HEURISTIC,Heurisitc,Heuristically,Huristic,Heuristic Classification,Heuristics in legal decision-making,Formal models of heuristics
citation needed|
Closed-circuit television camera|surveillance camera,cctv cameras,cctv camera,Closed circuit television camera
facial recognition system|Facial geometry,Facial recognition software,Facial recognition technology,Face-recognition,Facial-recognition technologies,Facial-recognition technology,Facial recognition technologies
question-answering dataset|question answering dataset
32-bit signed integer|32 bit signed integer
64-bit signed integer|64 bit signed integer
16-bit signed integer|16 bit signed integer
8-bit signed integer|8 bit signed integer
command|Commands
Odometry|
textual data format|
Ace|The ace
OOUI|
MediaWiki wikitext|
graphology|Graphoanalysis,Handwriting analysis,Graphologie,Graphotherapy,Graphonomy,Graphologer,Graphologist
game-theoretic model|game theoretic model
principle component|
cooperative game|Cooperative games,Co-operative games,Co-operative game,Cooperative gameplay
face feature|
classifier selection|
gait planning|
interactive robot|
sociology|Sociologist,Sociological,Sociology versus social theory,Sociological inquiry,Sosiology,Socialogy,Sociological terms
biped robot|
sat-solving|sat solving
psychology|Psychological,Pyhscology,Phsycology,Physcology,Psychological terms,Psychologically,Psycology,Psychological sciences,Human Psychology
ensemble algorithm|
relational database|Relational databases,RDBS
neuro-fuzzy model|neuro fuzzy model
bayesian approach|
similar image|
3d face model|
radio environment|
facial image|
local binary pattern|lbp
face alignment|
forecasting performance|
human action|
automatic evaluation|
commonsense knowledge|
estimation of distribution algorithm|Estimation of Distribution Algorithm,Estimation of Distribution Algorithms,PMBGA
syntactic pattern recognition|Structural pattern recognition
datalog program|
medical database|
named entity|
algorithmics|
defeasible logic|
parameter adaptation|
transaction database|
classifier ensemble|
relational database management system|
output-tracking|output tracking
object location|
formal approach|
modular robotics|
image retrieval system|
cascade classifier|
spoken dialogue system|
principal-agent theory|principal agent theory
clickthrough data|
high-quality solution|high quality solution
informal learning|Casual learning
character set|
web image|
license plate detection|
random subspace|
automatic verification|
mutation operator|
evidential reasoning|
scale factor|
cellular automaton model|
expert system|Expert systems,Expert System,Expert sytem,Certainty factor,Expert Systems
combining classifier|
nash equilibrium|Nash Equilibrium,Nash equilibria,Governing dynamics,Nash strategy,Nash-Cournot equilibrium,Nash theorem (in game theory),Nash's equilibrium,Weak Nash equilibrium,Nash Equilibria,Nash behavior
semi-tensor product|semi tensor product
information extraction|Information Extraction
tracking process|
adaptive backstepping|
fuzzy cognitive map|
sensing scheme|
genetic fuzzy system|
syntax|Syntactic,Syntactic saturation,Syntaxic,Grammar theory,English language syntax
face modeling|
moving object tracking|
cut elimination|
handwritten document|
video browsing|Exploratory Video Search,Interactive Video Search,Video Browsing
video shot|
black-box optimization|black box optimization
hand gesture|
background knowledge|
z notation|Zed notation
text summarization|
dynamic optimization problem|dop
pneumatic drive|
constraint logic programming|Constraint Logic Programmimg,Constraint store,Constraint-logic programming,Constraint Logic Programming,CLP
case-based reasoning|case based reasoning,cbr
cyclostationary|
content based retrieval|
inference algorithm|
web ontology language|
attitude controller|
name recognition|
robot behavior|
mobile service robot|
spatial index|
color feature|
human-action recognition|human action recognition
coalgebraic|
optimal strategy|
fuzzy classification|
text document|
analytic hierarchy|
parameter learning|
mutation operation|
sinology|Sinologist,Sinologists,Sinologue,Chinese studies,Pekinologist,Sinological,Sinic studies,Sinitic studies,Guoxue,Chinese Studies
visual slam|
ensemble classification|
graph neural network|Graph convolutional network,Graph attention network,Graph Attention Network,Graph Convolutional Network,Graph Convolutional Neural Network,Graph Neural Network,gnn
ensemble model|
appearance modeling|
object segmentation|
computer game|
heuristic approach|
service robot|
real time scheduling|
real-time embedded system|real time embedded system
probabilistic inference|
tabu search|Taboo search,Tabu searcdh,Tabu searhc
distributed scheduling|
spoken dialogue|
handwritten word|
license plate location|
grey theory|
facial expression|Facial expressions,Facial Expression,Facial communication,Facial Communication,Facial configuration,Neural mechanisms in face perception
formal specification|Program specification,computing Specification,Formal Specification,Software specification
smart home|
text entry|
neighborhood structure|
intelligent video surveillance|
machining feature|
rule induction|Rule learning,Rule extraction
bilingual dictionary|Translation dictionary,Translation lexicon,Translation dictionaries,Bilingual dictionaries,Multilingual dictionary
sign language recognition|Isolated sign language recognition,Continuous sign language recognition,Sign language translation
multiple classifier system|
swarm of robot|
emotional speech|
decision support technique|
ambient intelligence|AmI
human-human interaction|human human interaction
static timing analysis|
coalition formation|
grammatical inference|
complex activity|
hybrid logic|Hybrid Logic
control and automation|
sustainable competitive advantage|
theorem provers|
human evaluation|
intelligent system|Intelligent System
answer set programming|Answer Set Programming,Answer-set programming,Answer set program,AnsProlog,Lparse,Disjunctive logic programming
electronic health record system|
hand shape|
walking control|
memetics|Memetic,Memotype,Memetic programming,Memetic evolution,MemeBot,Memeoid,Memetic theory
dominance-based rough set approach|dominance-based rough sets,dominance-based rough set approach,dominance based rough set approach
hopfield network|Hopfield nets,Hopfield model,Hopfield neural network,Hopfield networks,Hopfield net,Hopfield Network
disjunctive logic program|
video collection|
bayesian network|Baysian network,Belief network,Bayesian networks,Belief networks,Bayes net,Bayesian Network,Bayesian belief network,Bayes network
binary decision tree|
recognition algorithm|
sql query|
cognitive architecture|Cognitive architectures
face detection|Face localization,Facial detection,Automatic face detection
image search engine|
feedforward neural network|Feedforward neural networks,Feed-forward neural networks,Feed-forward neural network,Feed-forward network,Deep feed forward network
document analysis|
backpropagation algorithm|
search process|
genetic-fuzzy|genetic fuzzy
spatial query|
simple genetic algorithm|
detecting object|
association mining|
real-time face detection|real time face detection
intelligent sensor|Ubiquitous Sensor Network
latent variable model|Latent trait,Latent-variable model
background subtraction method|
cyclostationarity|
higher order logic|
sa algorithm|
leader-follower|leader follower
detecting moving object|
product feature|
haar feature|
digital game|
frame difference|
statistical machine translation|Statistically based translation,Statistically-based translation,Statistical translation
multirobot system|multi-robot system,multi robot system
negative association rule|
robot dynamic|
small sample size|
speech transmission|
grey system|
multiple robot|
Cynthia Werner|
robot team|
foreground object|
attitude stabilization|
domain knowledge|
chinese character|
query execution|
attitude tracking|
forecasting error|
linear genetic programming|Linear tree
shape retrieval|
knowledge engineering|Knowledge Engineering,Knowledge Science,Knowledge science
basic emotion|
dynamic logic|
fitness evaluation|
test sample|
ensemble technique|
prisoners dilemma|
hidden markov modeling|
deontic logic|Deontics,Deontic modal logic
timing analysis|
intelligent controller|
spatial clustering|
cognitive map|Learning Map,Cognitive script,Cognitive maps,Cognitive mapping
handwriting recognition|Handwriting Recognition,Off-line handwriting recognition,On-line handwriting recognition,Handwriting recognizer,Handwriting recognition system,Handprint Character Recognition,Off-line Handwriting Recognition,On-line Handwriting Recognition,Handwriting OCR,Automated recognition of handwriting
text input|
inductive logic|
decision model|Decision models
support vector machine|svm
background subtraction technique|
image rendering|
smart energy|
knowledge engineer|Knowledge engineers,Knowledge Engineer
relational query|
long short term memory neural network|
game analysis|
ion bombardment|
communicating sequential process|
grey system theory|
knowledge discovery|
evolution strategy|Evolution strategies,Derandomized Evolution Strategy,Evolution Strategies
proof system|
fuzzy expert system|
color filter array|Colour filter array,Color filter mosaic,Colour Filtering Array,List of color filter arrays
decision support system|Decision Support System,Decision support,Decision support systems,Decision Support,Decisionsupportsystem,Decision Support Systems,Decision Support Matrix,Decision software,Decision support software
local descriptor|
propositional calculus|Sentential logic,Sentential calculus,Sentence logic,Sentance logic,Propositional Calculus,Propositional calculi,Truth-functional propositional calculus
adaptive neural control|
defeasible reasoning|Indefeasible,Non-demonstrative reasoning
content-based image retrieval|CBIR,Content based image retrieval,CBVIR,QBIC,Content Based Image Retrieval System,Query by image content,Content-based visual information retrieval
tacit knowledge|Tacit Knowledge,Tacit,Tacit knowing,Embodied knowledge,Implicit knowledge
natural language processing system|
fuzzy simulation|
view-dependent|view dependent
text localization|
knowledge exchange|
fuzzy classifier|
sql|
grammatical evolution|Grammatical Evolution
english sentence|
Ghasem Bahram Afshar|
skin color model|
local geometry|
human driver|
sift descriptor|
differential evolution|
robust tracking|
real-time task|real time task
associative classification|
schedulability analysis|
home automation|Intelligent home,Home Automation,Intelligent house,Smart-Home,Digital home
replicator dynamic|
rough set model|
intelligent robot|
particle swarm optimization|Particle Swarm Optimization,Particle swarm optimisation
termination analysis|Termination proof,Termination checking,Provably terminating
implicit feedback|
knowledge base|Knowledgebase,Knowledge Base,Common sense ontology,Generalised ontology,Knowledge database,Knowledge bases
character recognition system|
image collection|
reactive system|
object appearance|
backstepping control|
discernibility matrix|
prisoner dilemma|
centralized scheduling|
relational database system|
coalitional game|
pattern classification|
answer set|
image search|
anthropomorphic robot|
scale invariant feature transform|sift
partial occlusion|
evolutionary search|
face image|
decision-theoretic|decision theoretic
boolean formula|
propositional formula|Sentential formula,Propositional form,Propositional expression,The map method,Propositional encoding
document image processing|
individual classifier|
system dynamics model|
task planning|
nonverbal behavior|
visual object tracking|
strategic game|
learning organization|Learning a living,Learning organizations,Learning organisations,Learning organisation
intelligent computing|
Joshua Lederberg|Josh Lederberg,Lederberg,J.,Joshua Lederbeg
I. J. Good|I.J. Good,Irving Good,I.J.Good,I. j. good,Ij good,I J Good,IJ Good,Good,I. J.,Irving Jack Good
John Searle|John R. Searle,J. R. Searle,John Rogers Searle,J.R. Searle,Searlean,Searle–Derrida debate,Searle-Derrida debate,Searle
Raymond Kurzweil|
Stephen Wolfram|Steven Wolfram,Stephan Wolfram,Wolfram,Stephen,Stephen wolfram,Stephen Wolfram
Seymour Papert|Papert,Seymour A. Papert
Kevin Warwick|Captain Cyborg,Professor Kevin Warwick,Project cyborg,Kevin warwik,Project Cyborg,Prof. Kevin Warwick
John Hopfield|John J. Hopfield,J. J. Hopfield,John Joseph Hopfield,Hopfield
Douglas B. Lenat|
Roger Schank|Roger C. Schank,Roger Carl Schank
Eliezer Yudkowsky|Eliezer S. Yudkowsky,Eliezer yudkowsky,Yudkowsky,Eliezer Shlomo Yudkowsky,Eliezer Yudkowski
Hans Moravec|Hans Morovec
Arthur Samuel|Arthur L. Samuel
W. Ross Ashby|Ross Ashby,William Ross Ashby,W. R. Ashby
Hal Abelson|Harold Abelson,Abelson,Hal
Bernard Widrow|Widrow
Mark Steedman|Steedman,Mark
Oliver Brock|
Paul Jorion|Jorion,Paul
Luc Steels|
Richard Greenblatt|Rochard greenlatt,Greenblatt
David M. Blei|
Michael I. Jordan|Michael i jordan,Michael Irwin Jordan
Rose Dieng Kuntz|
Yann LeCun|Yann Le Cun,LeCun
Yoshua Bengio|
Stuart J. Russell|Stuart Jonathan Russell,Stuart J. (Stuart Jonathan) Russell,Stuart j russell
Ben Goertzel|Benjamin Goertzel
Vladimir Gorodetski|Vladimir Ivanovich Gorodetski
Anatolii Kargin|
The Japanese Society for Artificial Intelligence|
Yorick Wilks|Yorick Alexander Wilks
Victor Konstantinovich Finn|
Adam Cheyer|Cheyer,Adam
Andrew Barto|Andrew G. Barto,Barto,Andrew G.,Barto,Andrew
Andy Clark|Clark,Andy,Surfing Uncertainty
Cynthia Solomon|
Bernhard Schölkopf|Bernhard Scholkopf,Bernhard Schoelkopf
Bertram Raphael|
C. Raymond Perrault|Ray C. Perrault,Raymond C. Perrault
Charles Rosen|Rosen,Charles
Dana S. Nau|Dana nau,Dana Nau
Donald W. Loveland|D. W. Loveland,Donald Loveland
Eric Grimson|Grimson,Eric
Frank van Harmelen|Frank van harmelen
Hartmut Neven|Neven's law,Neven's Law
Wally Feurzeig|Wallace Feurzeig,Feurzeig
Hugo de Garis|Hugo De Garis,Robokoneko,Cosmism (de Garis),Dr. Hugo de Garis,The Artilect War,Hugo de garis
James F. Allen|
James Hendler|Jim Hendler,Hendler,James
Jeff Dean|Jeffrey Dean,Jeffrey Adgate Dean,Jeffrey A. Dean,Jeff Dean
Josh Bongard|
Juan Pavón|Juan Pavon,Juan Pavón Mestras,Pavón,Juan
Leslie P. Kaelbling|Leslie Pack Kaelbling,Leslie Kaelbling,Kaelbling
Louis Hodes|
Marcus Hutter|
Mark A. O'Neill|
Nils John Nilsson|Nils J. Nilsson,Nils Nilsson (researcher)
Oren Etzioni|Turing Center
Raymond Reiter|Ray Reiter
Richard Fikes|Richard E. Fikes,Fikes
Richard S. Sutton|Rich Sutton
Ronald J. Brachman|Ron Brachman,Ronald Brachman
Toby Walsh|
Steve Omohundro|Stephen M. Omohundro,Omohundro,Steve
Steven M. LaValle|Steven LaValle
Sven Koenig|Sven Gaetan Koenig
Tim Finin|
Tom M. Mitchell|Tom Mitchell
Zoubin Ghahramani|
Oussama Khatib|
Nando de Freitas|
Austin Tate|
Barbara J. Grosz|Barbara Grosz
Lenhart Schubert|Lenhart schubert
Jun Wang|
Amnon Shashua|Shashua
Rayid Ghani|
Radhika Nagpal|
John D. Lafferty|
Eric P. Xing|
Henry Kautz|Henry A. Kautz
Pedro Domingos|
Ilya Sutskever|
Shane Legg|
Barney Pell|
Murray Shanahan|
Ashutosh Saxena|
Tomáš Mikolov|Tomas Mikolov
Richard S. Zemel|
Ian J. Goodfellow|
Klaus-Robert Müller|Klaus Robert Müller
Alexander J. Smola|
Laurens van der Maaten|
Janusz Kacprzyk|
Koray Kavukcuoglu|
Benjamin Blankertz|
Joaquin Quiñonero Candela|
Tom Heskes|
Kate Devlin|
Raquel Urtasun|
Maximilian Nickel|
Emanuel Todorov|
Gregory Grefenstette|
Roberto Navigli|
Henning Sprekeler|
Wojciech Samek|
Pushpak Bhattacharyya|
Carla Gomes|
Andreas Krause|
Le Song|
Nathan Srebro|
Sewoong Oh|
Emma Brunskill|
Joëlle Pineau|Jöelle Pineau,Joelle Pineau
Ming-Yu Liu|Ming Yu Liu
Joseph Weizenbaum|Joseph Weitzenbaum,Joe weizenbaum,Joeseph weizenbaum,Joseph Wiezenbaum,Weizenbaum,Joseph
Michael Kohlhase|Kohlhase,Michael
Jürgen Schmidhuber|Juergen Schmidhuber,Jurgen Schmidhuber,Jurgen schmidhiber
John McCarthy|John mccarthy,John J. McCarthy,John Mcarthy
Scott E. Fahlman|
J. C. R. Licklider|James Licklider,Joseph Licklider,Licklider,JCR Licklider,J.C.R. Licklider,J C R Licklider,Joseph Carl Robnett Licklider,J. C. R. Lickliider
Edward Feigenbaum|Edward Albert Feigenbaum,Edward A. Feigenbaum,Ed Feigenbaum
Raj Reddy|Dr. Raj Reddy's Oral History,D. Raj Reddy
Terry Winograd|Terry Allen Winograd
Judea Pearl|
Peter Norvig|Norvig,Norvig,Peter
Jaron Lanier|Jaron Zepel Lanier,You are Not a Gadget,You Are Not a Gadget
Richard Wallace|
Geoffrey Hinton|Geoff Hinton,Geoffrey E. Hinton,Geoffrey Everest Hinton
Aravind Joshi|Aravind K. Joshi
Gerald Jay Sussman|Gerald Sussman,Gerry Sussman,Gerald J. Sussman,G. J. Sussman
Wolfgang Wahlster|Wahlster
Jonathan Schaeffer|Schaeffer,Jonathan
Marvin Minsky|Marvin Lee Minsky,Marvin L. Minsky,Marvin minsky
Nathan Eagle|
Ngoc Thanh Nguyen|Nguyễn Ngọc Thành
Peter E. Hart|
Robert Haralick|Robert M. Haralick,Haralick,R M Haralick,R. M. Haralick,Haralick,Robert
Ross D. King|Ross Donald King
Yoav Shoham|
Zygmunt Vetulani|
Zhang Bo|Bo Zhang,Bo,Zhang
ICIA|
frame language|
Jozef Kelemen|
Allen Institute for Artificial Intelligence|
Solange Ghernaouti|
Jyrki Joutsensalo|
International Centre for Numerical Methods in Engineering|
Alice Recoque|Recoque,Alice
Future of Life Institute|
Fei-Fei Li|li feifei,feifei li,Fei Fei Li
Nuria Oliver|
Li Deyi|
Maria L. Gini|Maria Gini
Barbara Dunin-Kęplicz|Barbara Dunin Kęplicz
Christopher J. Mungall|
Gerard de Melo|
Italian Association for Artificial Intelligence|
Susanne Biundo-Stephan|Susanne Biundo Stephan
Brent Hecht|
Paul Schrater|
Steps Towards Artificial Intelligence|
Hannu Toivonen|
Sean Gourley|
Jason Weston|
Shaul Markovitch|
Partnership on AI|
Thomas Bolander|
Jens Lehmann|Jens Lehmans,Jens Lehman,Jens Gerhard Lehmann
Ruslan Salakhutdinov|
Ruzena Bajcsy|Ružena Bajcsy,Ruzena Bajscy
Daphne Koller|
Sarit Kraus|
Karen Spärck Jones|Karen Sparck Jones,Karen Spaerck Jones,Karen Spärck-Jones,Karen Sparck-Jones
Katia Sycara|Sycara
Sebastian Thrun|Thrun
Sebastian Lapuschkin|
Stefan Chmiela|
Blaž Zupan|Blaž zupan
Jiaxiang Wu|
Radityo Eko Prasojo|
Marc Toussaint|
Jean-Pierre Seifert|Jean Pierre Seifert
Varish Vyankatesh Mulwad|
Jay Pujara|
Pan Kessel|
Shinichi Nakajima|
Lauritz Thamsen|
Robert A. Vandermeulen|
Grégoire Montavon|
Chad Mills|
Daniel Campos|
Wolfgang Hönig|Wolfgang Hoenig,Wolfgang Honig
Joel Lehman|
Xiang Zhang|Zhang Xiang
Volker Markl|
Karen Myers|
Giuseppe Caire|
Shanavas Muhammad|
Timnit Gebru|Distributed AI Research Institute
Marinka Žitnik|
Begüm Demir|
Boi Faltings|
Kristof T. Schütt|
Kunihiko Fukushima|
Danqi Chen|Chen Danqi
Oleg Anshakov|
Byron Boots|
Pearl Pu|
Kristian Kersting|
Lex Fridman|Lex Fridman Podcast,Lex Fridman podcast
Rong Zhou|
Klaus Obermayer|
temporal database|Bitemporal data,Bitemporal,Bitemporal database,Temporal Database,TSQL2,Temporal databases
multipurpose robot|multi purpose robot,multi-purpose robot
relational model|Relational Model,Relational data model,Relational model of database management,Relational database model
probabilistic model|
hybrid particle swarm optimization|
modal operator|Modal connective
learning vector quantization|LVQ,Learning Vector Quantization
explicit feedback|
heuristic programming|
c4.5 algorithm|
training set|
illumination invariant|
biped walking|
tabu search algorithm|
knowledge reduction|
psychological theory|
phrase-based statistical machine translation|phrase based statistical machine translation
mechanism design|Mechanism design theory,Reverse game theory,Myerson ironing
dynamic spectrum|
dimensionality reduction method|
variational inference|
frequent item|
theory of emotion|
3d pose estimation|
attribute reduction|
motion detection|Motion sensors,Motion sensing,Motion light sensor,Motion light sensors,Motion activation
spoken language processing|
non-cooperative game|non-cooperative game theory,noncooperative game,non cooperative game,non-cooperative games,non cooperative game theory
hybrid evolutionary algorithm|
object pose|
polarity classification|
pose estimation|
gender studies|Gender and sexuality studies,Gender & sexuality,Gender study,Gender theorist,Gender theory,Gender Studies,Gender and Women's Studies,Why gender,Sexuality studies,Gender and women's studies
constrained problem|
3d object retrieval|
reinforcement learning|Reinforcement Learning,Inverse reinforcement learning,rl
hybrid optimization algorithm|
object tracking algorithm|
service robotics|
local texture|
conditional random fields|crfs
naive bayes classifier|
graph-matching algorithm|graph matching algorithm
branching time|
passage retrieval|
evolutionary programming|Evolutionary program
smart transportation solution|
global optimization problem|
cartesian genetic programming|Cartesian Genetic Programming
random forest|Random forests,Kernel random forest,Random Forest
3d object recognition|
feedback form|
gender recognition|
modified differential evolution|
supervised machine learning|
laser annealing|
associative classifier|
binary decision diagram|OBDD,Binary Decision Diagrams,Branching programs,Branching program,Ordered binary decision diagram,ROBDD,Reduced ordered binary decision diagram,bdd
primary user|
web information extraction|
content-based video retrieval|content based video retrieval
decision system|
associative storage|
pulse coupled neural network|
retail price|
relevance model|
default reasoning|
illumination condition|
monocular image|
knowledge transfer|Transfer of information,Transfer of knowledge,Knowledge flow,Knowledge flows,Knowledge transfer and exchange
simulated annealing algorithm|
sequence labeling|Sequence labelling
human pose|
non-monotonic reasoning|non monotonic reasoning
texture descriptor|
hospital data processing|
color component|
gender classification|
shadow removal|
small sample size problem|
quantum-dot cellular automaton|quantum dot cellular automaton
mean shift algorithm|
bidirectional associative memory|Resonance Network,Bidirectional Associative Memory
missed detection|
premature convergence|
gabor wavelet transforms|
handwritten chinese character|
associative processing|
text region|
head pose estimation|
double threshold|
knowledge based system|
spectrum measurement|
test set|
sentence similarity|
iterated local search|
abstracting and indexing|
3d model retrieval|
abstract argumentation|
local convergence|Locally convergent,Global convergence
skin detection|
share knowledge|
text representation|
evolutionary optimization|
treebanks|
hierarchical cluster analysis|
subspace learning|
common-sense knowledge|common sense knowledge
complex question|Trick question,Fallacy of many questions,Multiple question,Complex question fallacy,Implication by question,Complex Question
syntactic parsing|
off-line handwritten|off line handwritten
fuzzy description logic|
pareto distribution|Bradford distribution,Bradford Distribution,Symmetric Pareto distribution,Truncated Pareto distribution,Bounded Pareto distribution,Feller–Pareto distribution,Feller-Pareto distribution
simulated annealing|Simulated annealling,Simulated annealing algorithms,Simulated Annealing,Simulated anealing,Generalized simulated annealing,Deterministic annealing
classifier fusion|
safety critical software|
question classification|
exploration and exploitation|
common-sense computing|common sense computing
urban traffic network|
mean shift tracking|
acceleration data|
self-adaptive|self adaptive
separation logic|Concurrent separation logic
facial feature point|
scatter search|
word image|
home automation system|
probabilistic modeling|
positive region|
head pose|
distributed parameter system|Distributed parameter systems
hoare logic|Hoare triple,Hoare calculus,Floyd-Hoare logic,Hoare rules,Floyd–Hoare logic,Midcondition
object detection algorithm|
intrinsic dimension|
content provider|
document image analysis|
sat solver|
payoff function|
pulse amplitude modulation|
expert knowledge|
multi agent system|multi-agent system,multiagent system,mas
multirobots|multi robots,multi-robots
analytic network process|Analytic Network Process
optimal mechanism|
delayed neural network|
binarizations|
recurrent neural network|Recurrent neural networks,Elman network,Simple recurrent network,BiRNN,Jordan network,HRNN,Hierarchical recurrent neural network,rnn
clustering quality|
dynamic spectrum sharing|
camera pose estimation|
naive bayes|
delay dependent|
loopy belief propagation|
scene text|
adaptive boosting|
forecasting system|
retrieval efficiency|
hierarchical dirichlet process|
tracking object|
style sheet|StyleSheets,Style Sheets,Stylesheets,Stylesheet,StyleSheet,Style sheets,Style Sheet
multi-robot team|multi robot team,multirobot team
cooperative spectrum sensing|
automatic summarization|Text Summaries,Automatic Summarization,Automatic summarisation,Auto summarization,Auto-summarization,Auto-summarisation
handwritten text|
explicit knowledge|Explicit Knowledge,Expressive knowledge
time series analysis|
color image segmentation|
two-dimensional cellular automaton|two dimensional cellular automaton,2 dimensional cellular automaton
face detection algorithm|
argumentation semantics|
knowledge management system|
pneumatic artificial muscle|
program analysis|Computer program analysis,Program analyzer,Software analysis
memetic algorithm|Memetic algorithms,Memetic Computing
imperative program|
motion generation|
hand image|
ieee 802.22|
hybrid algorithm|
genetic algorithm|Genetic algorithms,Genetic Algorithm,Genetic Algorithms,GATTO,GEGA,Genethc algorithm
complexity result|
visual similarity|
self-adaptive software|self adaptive software
variable neighborhood search|Variable Neighborhood Search,Variable Neighbourhood Search
connected component analysis|
backstepping design|
cluster number|
chinese character recognition|
adaptive network based fuzzy inference system|
free text|
gabor filter bank|
organizational memory|Corporate memory,Organizational memory system,Organisational Memory System,Organisational memory,Corporate data,Organizational Memory System
supervisory control theory|Ramadge and Wonham framework,Ramadge-Wonham framework,Supervisory Control Theory,Ramadge & Wonham framework,Supervisory-control-theory,RW framework,Ramadge–Wonham framework
natural scene image|
human walking|
document representation|
formal proof|Proof (logic),Symbolic proof
unit selection|
cognitive process|
information retrieval technology|
exact inference|
sentence extraction|
extracting information|
hybrid genetic algorithm|
mobile base|
walking pattern|
multi-robot coordination|multi robot coordination,multirobot coordination
genetic network programming|
pattern recognition system|
coalition structure|
detection of moving object|
fuzzy inference system|fis
image indexing|
false alarm probability|
real time system|
gray-scale image|gray scale image
skew detection|
incentive scheme|
closed-loop signal|closed loop signal
stackelberg equilibrium|
medical computing|
illumination variation|
inverted pendulum model|
bayesian classification|
intelligent tutoring|
group support system|
frontal face|
stackelberg game|
satisfiability modulo theory|
mobile interaction|Mobile Interaction
hand-gesture recognition|hand gesture recognition
temporal property|
feret database|
soft computing method|
translation model|
database theory|Database Theory
content addressable memory|
human face detection|
single image|
color interpolation|
game model|
markov logic network|Markov logic,Markov logic networks
online product|
natural language text|
dempster-shafer theory|dempster shafer theory
repeated game|Iterated game,Stage game,Single stage game,Single shot game,Repeated games
wall climbing robot|
content management system|Content Management Systems,Content-management system
variational approximation|
energy detector|
solution concept|
facial feature extraction|
color image enhancement|
real time operating system|
sketch recognition|
hybrid pso|
dynamic background|
bayes classifier|
bayesian network classifier|
human face|
neighborhood graph|
covariance matrix adaptation|
fisher discriminant analysis|
illumination normalization|
automatic text summarization|
class information|
word sense|Linguistic sense
approximate inference|Approximate Inference
appearance model|
neuro-fuzzy controller|neuro fuzzy controller
tracking method|
stochastic nonlinear system|
local invariant feature|
terminology|Terminologists,Terminologist,Terminology science
fuzzy time series|
noise power|Noise Power
real-time java|real time java
video retrieval|
linear discriminants|
simulated annealing method|
printed text|
multi-object tracking|multi object tracking,multiobject tracking
object classification|
moving object segmentation|
probability of detection|
multi objective particle swarm optimization|multi-objective particle swarm optimization,multiobjective particle swarm optimization
printed document|
interpretability|Relative interpretation
target classification|
bayer pattern|
nash bargaining solution|
foreground segmentation|
artificial neural network model|
fuzzy decision tree|
presburger arithmetic|Pressburger arithmetic,Presburger Arithmetic,Presberger arithmetic
whole-body motion|whole body motion
cellular automata model|
secondary system|
artificial bee colony algorithm|Artificial Bee Colony Algorithm,Artificial bee colony optimization
chinese language|Han Chinese language,Chinese-language,Zhongwen,Chinese Language,Hànyu,Zhongwén,Huáyu,Chinese (language),Chinese language dispute,Zhong wen
cognitive radio technology|
triaxial accelerometer|
cluster validity|
symbolic regression|Symbolic Regression
advanced traffic management system|
global feature|
syntactics|
pedestrian detection|Pedestrian Detection,Pedestrian recognition
low-dimensional manifold|low dimensional manifold
combination forecasting|
nsga-ii algorithm|nsga ii algorithm
hybrid particle swarm optimization algorithm|
thermal-annealing|thermal annealing
pedagogical agent|Animated pedagogical agent
meta programming|
base classifier|
handwritten word recognition|
electronic document|Edocument,Electronic documents,Electronic Documents,Digital document
pre-emptive scheduling|pre emptive scheduling
prototype filter|Prototype filters,Impedance scaling,Frequency transformations,Frequency transformation,Low-pass band-pass transformation
boolean network|Kauffman lightbulb experiment,Random boolean network,Boolean networks,RBN model
